,title,rating,date,categorie,comments,sentiment,aspect_opinion
3939,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-24,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3940,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-26,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3941,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-22,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3942,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-10,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3943,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-10,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3944,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-10,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3945,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-10,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3946,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-10,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3947,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-27,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3948,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-27,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3949,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-27,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3950,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3951,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3952,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3953,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3954,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3955,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-22,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3956,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3957,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3958,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3959,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3960,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-07,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3961,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-07,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3962,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-07,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3963,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3964,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-09,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3965,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-09,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3966,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-09,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3967,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-09,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3968,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-09,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3969,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-05,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3970,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-05,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3971,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-05,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3972,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3973,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3974,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-24,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3975,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-24,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3976,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-11,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3977,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-30,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3978,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3979,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3980,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3981,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3982,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
3983,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-03-27,Women’s fashion,The price is good.,Positive,price: good
3984,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-02-03,Women’s fashion,"Soft, not biting or grating, legs like the pants in other ways that the fabric is more flaky Like this fabric that is smooth, cool, comfortable Previously, he was intimidated by wearing tight-fitting underwear that often caused ulcers. But this one is very ok But the inner target is white fabric Think that it's done to make it easy to notice that it's messy or something wrong. Personally want to be more black. Next, I think I might buy more.",Positive,fabric: flaky; fabric: that; one: ok; target: inner; fabric: white; product: its; product: more
3985,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-03-28,Women’s fashion,Get the complete items as ordered .. good product quality Good delivery speed Providing services from very good transport companies 😍😍😍😍,Positive,items: complete; product: good; delivery: Good
3986,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-04-29,Women’s fashion,"Ordered, good value, cheaper than buying a general store No need to go out and buy hot air, wait for the house, have a car to send the goods more comfortable. No need to go out and buy hot air, wait for the house, have a car to send the goods more comfortable. Do not go out to buy hot air.",Positive,value: good cheaper; store: general; air: hot; air: hot; air: hot
3987,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-07,Women’s fashion,The service provided by the shipping company is very good.,Positive,service: good
3988,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-30,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
3989,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-30,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
3990,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-17,Women’s fashion,Quality of products,Neutral,
3991,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-06-20,Women’s fashion,"Soft fabric, not thin, seamless, comfortable to wear, worth the price",Negative,fabric: not; fabric: Soft; product: thin; product: seamless; product: comfortable
3992,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-05,Women’s fashion,Good product quality But come in all forms There is no bag to separate the other rounds.,Negative,quality: Good; rounds: other
3993,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-14,Women’s fashion,"The fabric is not stretched, thin, not worn. Small like buying for children to wear Not worth buying because it's cheap. People who want to buy, recommend buying at the right price for quality. Don't come to hope for a cheap price. The quality of the product is very poor. Terrible value",Negative,product: Small; buying: recommend; quality: poor; value: Terrible
3994,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-20,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast; quality: good; delivery: fast
3995,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-03-05,Women’s fashion,Received very fast,Neutral,
3996,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-04-16,Women’s fashion,"Very good fabric, comfortable to wear",Positive,fabric: good comfortable
3997,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-22,Women’s fashion,The quality of the product is very good. The quality of the product is very good. The color is fresh.,Positive,quality: good; quality: good; color: fresh
3998,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-07-03,Women’s fashion,"Less 1 star ... Small size but good fabric # Summary, can't put 😥😥😥😥",Positive,size: Small
3999,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-02-16,Women’s fashion,Good soft fabric like ........................................... ....................................... :),Positive,fabric: Good soft
4000,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-27,Women’s fashion,"The speed of delivery is good, white, order 2, but there is 1 body that is straight, the legs are a little stretched.",Positive,legs: stretched; product: little
4001,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-14,Women’s fashion,"Good product quality Good value Order 8 products, but only 7 But the best value is 9 baht per person",Positive,product: Good; value: Good; value: best
4002,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-20,Women’s fashion,Good product quality Good value The speed of delivery is relatively slow.,Positive,product: Good; value: slow; value: Good; speed: slow
4003,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-24,Women’s fashion,Very good value,Positive,value: good
4004,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-04-12,Women’s fashion,"Comfortable to wear, very soft fabric",Positive,product: Comfortable; fabric: soft
4005,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-03-30,Women’s fashion,Very pleased with both items.,Positive,product: pleased
4006,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-06,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4007,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-06,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4008,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-06,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4009,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-06,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4010,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-05-18,Women’s fashion,"Fabric ok The same size, each with a slightly different size",Positive,size: same
4011,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-17,Women’s fashion,Very good value,Positive,value: good
4012,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-16,Women’s fashion,Very good value,Positive,value: good
4013,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-16,Women’s fashion,Very good value,Positive,value: good
4014,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-16,Women’s fashion,Very good value,Positive,value: good
4015,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-22,Women’s fashion,Very good value,Positive,value: good
4016,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-22,Women’s fashion,Very good value,Positive,value: good
4017,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-30,Women’s fashion,Very good value,Positive,value: good
4018,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-30,Women’s fashion,Very good value,Positive,value: good
4019,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-30,Women’s fashion,Very good value,Positive,value: good
4020,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-30,Women’s fashion,Very good value,Positive,value: good
4021,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-30,Women’s fashion,Very good value,Positive,value: good
4022,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-30,Women’s fashion,Very good value,Positive,value: good
4023,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-30,Women’s fashion,Very good value,Positive,value: good
4024,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-30,Women’s fashion,Very good value,Positive,value: good
4025,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-24,Women’s fashion,Very good value,Positive,value: good
4026,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-24,Women’s fashion,Very good value,Positive,value: good
4027,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-07,Women’s fashion,Very good value,Positive,value: good
4028,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-17,Women’s fashion,Very good value,Positive,value: good
4029,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-03,Women’s fashion,Very good value,Positive,value: good
4030,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-03,Women’s fashion,Very good value,Positive,value: good
4031,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-03,Women’s fashion,Very good value,Positive,value: good
4032,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-11,Women’s fashion,Very good value,Positive,value: good
4033,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-30,Women’s fashion,Very good value,Positive,value: good
4034,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-30,Women’s fashion,Very good value,Positive,value: good
4035,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-30,Women’s fashion,Very good value,Positive,value: good
4036,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-24,Women’s fashion,Very good value,Positive,value: good
4037,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-18,Women’s fashion,Very good value,Positive,value: good
4038,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-18,Women’s fashion,Very good value,Positive,value: good
4039,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-18,Women’s fashion,Very good value,Positive,value: good
4040,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,Very good value,Positive,value: good
4041,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,Very good value,Positive,value: good
4042,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,Very good value,Positive,value: good
4043,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,Very good value,Positive,value: good
4044,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,Very good value,Positive,value: good
4045,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-11,Women’s fashion,Very good value,Positive,value: good
4046,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-11,Women’s fashion,Very good value,Positive,value: good
4047,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-23,Women’s fashion,Very good value,Positive,value: good
4048,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-19,Women’s fashion,Very good value,Positive,value: good
4049,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-19,Women’s fashion,Very good value,Positive,value: good
4050,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-19,Women’s fashion,Very good value,Positive,value: good
4051,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-19,Women’s fashion,Very good value,Positive,value: good
4052,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,Very good value,Positive,value: good
4053,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,Very good value,Positive,value: good
4054,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-01,Women’s fashion,Very good value,Positive,value: good
4055,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-22,Women’s fashion,Very good value,Positive,value: good
4056,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-26,Women’s fashion,Very good value,Positive,value: good
4057,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-05,Women’s fashion,Very good value,Positive,value: good
4058,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-31,Women’s fashion,Very good value,Positive,value: good
4059,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-02,Women’s fashion,Very good value,Positive,value: good
4060,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-02,Women’s fashion,Very good value,Positive,value: good
4061,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,Very good value,Positive,value: good
4062,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,Very good value,Positive,value: good
4063,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,Very good value,Positive,value: good
4064,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,Very good value,Positive,value: good
4065,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,Very good value,Positive,value: good
4066,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,Very good value,Positive,value: good
4067,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-18,Women’s fashion,Very good value,Positive,value: good
4068,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-30,Women’s fashion,Very good value,Positive,value: good
4069,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-30,Women’s fashion,Very good value,Positive,value: good
4070,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-30,Women’s fashion,Very good value,Positive,value: good
4071,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-16,Women’s fashion,Very good value,Positive,value: good
4072,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-16,Women’s fashion,Very good value,Positive,value: good
4073,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-16,Women’s fashion,Very good value,Positive,value: good
4074,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-03-27,Women’s fashion,Soft and smooth fabric,Neutral,product: smooth; fabric: Soft
4075,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-20,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4076,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4077,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4078,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4079,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4080,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4081,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4082,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4083,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4084,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4085,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4086,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-28,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4087,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-04-11,Women’s fashion,Comfortable to wear as if,Positive,product: Comfortable
4088,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-24,Women’s fashion,Very good value Very good value,Positive,value: good; value: good
4089,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-02-10,Women’s fashion,Sent quite slowly Ordered another shop to get all the items. (Another shop also ordered at the same price reduction) but good product Not sure if it might be a different brand? Because the labels are different in color The seller responded quickly to chat. Update single story The speed of delivery,Positive,items: all; shop: sure; labels: different; story: single
4090,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-18,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4091,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-18,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4092,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-18,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4093,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-12-06,Women’s fashion,"Very good product, worth more than price, comfortable to wear, stretchable.",Positive,product: good
4094,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-02,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good.,Positive,quality: good; delivery: fast; service: good
4095,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-04-29,Women’s fashion,Very fast delivery Staff come to deliver good service. Products at this price are considered ok. Soft texture. Try to fit it. But the use must wait to see how long it can be used. But overall it is worth the price paid Put it to fill it again.,Positive,delivery: fast; service: good; texture: Soft; product: worth
4096,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-15,Women’s fashion,"Little bit XL. If your size is L, it will fit comfortably.",Positive,size: your
4097,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-15,Women’s fashion,"Little bit XL. If your size is L, it will fit comfortably.",Positive,size: your
4098,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-04-24,Women’s fashion,Can be very fast,Neutral,
4099,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-07-11,Women’s fashion,Why buy expensive?,Neutral,
4100,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-05,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4101,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-05,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4102,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-05,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4103,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-05,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4104,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-05,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4105,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-05,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4106,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-05,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4107,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-08-21,Women’s fashion,The fabric according to the price is not bad.,Positive,fabric: not bad
4108,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-06,Women’s fashion,Each 9 baht per lot is very cheap,Neutral,baht: cheap
4109,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-06,Women’s fashion,Good product quality Good value Good delivery speed Providing services from good stores Providing services from good transport companies,Positive,product: Good; value: Good; delivery: Good
4110,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-06,Women’s fashion,Good product quality Good value Good delivery speed Providing services from good stores Providing services from good transport companies,Positive,product: Good; value: Good; delivery: Good
4111,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-06,Women’s fashion,Good product quality Good value Good delivery speed Providing services from good stores Providing services from good transport companies,Positive,product: Good; value: Good; delivery: Good
4112,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-07,Women’s fashion,The quality of the product is very good. The quality of the product is very good.,Positive,quality: good; quality: good
